Targa,Id,Odonimo,Codvia,Lunghezza,Data rilievo,Tecnico incaricato,ID Pianta,Specie,Sito Impianto,Lat,Log,h (m),Diametro (cm),Dist. sede stradale (m),Dist. marciapiede (m),CPC,Cod. lavorazione/elenco prezzi,Note,Cod. lavorazione - F2,Lavori - F2,Cod. lavorazione - F3,Lavori - F3,Cod. lavorazione - F4,Lavori - F4,Descrizione,Unità di misura,Prezzo Unitario,UPL,Quartiere,Circoscrizione,CO2 catturata (kg/anno),O2 prodotto (kg/anno)
AC045AC,ALB_246,Viale Dei Picciotti,35410,979,13/12/1025,Dott. Roberto Marceddu,053,Ficus microcarpa,Cercine,38.103999,13.384447,12,48,0.5,0.2,B,APL.026S,,,,,,,,,,,Settecannoli,Settecannoli,II,26.66,19.34
AC046AC,ALB_247,Viale Dei Picciotti,35410,979,13/12/1025,Dott. Roberto Marceddu,054,Ficus microcarpa,Cercine,38.103910,13.384604,12,50,0.5,0.2,C,APL.026S,,,,,,,,,,,Settecannoli,Settecannoli,II,26.88,19.5
AC047AC,ALB_248,Viale Dei Picciotti,35410,979,13/12/1025,Dott. Roberto Marceddu,055,Ficus microcarpa,Cercine,38.103859,13.384693,12,45,0.5,0.2,B,APL.026S,,,,,,,,,,,Settecannoli,Settecannoli,II,26.34,19.11
AC048AC,ALB_249,Viale Dei Picciotti,35410,979,13/12/1025,Dott. Roberto Marceddu,056,Ficus microcarpa,Cercine,38.103816,13.384760,12,40,0.5,0.2,B,APL.026S,,,,,,,,,,,Settecannoli,Settecannoli,II,25.8,18.72
AC049AC,ALB_250,Viale Dei Picciotti,35410,979,13/12/1025,Dott. Roberto Marceddu,057,Ficus microcarpa,Cercine,38.103769,13.384843,12,45,0.5,0.2,B,APL.026S,,,,,,,,,,,Settecannoli,Settecannoli,II,26.34,19.11
AC050AC,ALB_251,Viale Dei Picciotti,35410,979,13/12/1025,Dott. Roberto Marceddu,058,Ficus microcarpa,Cercine,38.103697,13.384998,12,78,0.5,0.2,B,APL.026S,,,,,,,,,,,Settecannoli,Settecannoli,II,29.89,21.68
AC051AC,ALB_252,Viale Dei Picciotti,35410,979,13/12/1025,Dott. Roberto Marceddu,059,Ficus microcarpa,Cercine,38.103659,13.385064,12,45,0.5,0.2,B,APL.026S,,,,,,,,,,,Settecannoli,Settecannoli,II,26.34,19.11
AC052AC,ALB_253,Viale Dei Picciotti,35410,979,13/12/1025,Dott. Roberto Marceddu,060,Ficus microcarpa,Cercine,38.103619,13.385130,12,42,0.5,0.2,B,APL.026S,,,,,,,,,,,Settecannoli,Settecannoli,II,26.02,18.88
AC053AC,ALB_254,Viale Dei Picciotti,35410,979,13/12/1025,Dott. Roberto Marceddu,061,Ficus microcarpa,Cercine,38.103582,13.385193,12,45,0.5,0.2,B,APL.026S,,,,,,,,,,,Settecannoli,Settecannoli,II,26.34,19.11
AC054AC,ALB_255,Viale Dei Picciotti,35410,979,13/12/1025,Dott. Roberto Marceddu,062,Ficus microcarpa,Cercine,38.103545,13.385248,12,52,0.5,0.2,B,APL.026S,,,,,,,,,,,Settecannoli,Settecannoli,II,27.09,19.66
AC055AC,ALB_256,Viale Dei Picciotti,35410,979,13/12/1025,Dott. Roberto Marceddu,063,Ficus microcarpa,Cercine,38.103477,13.385351,12,45,0.5,0.2,B,APL.026S,,,,,,,,,,,Settecannoli,Settecannoli,II,26.34,19.11
AC056AC,ALB_257,Viale Dei Picciotti,35410,979,13/12/1025,Dott. Roberto Marceddu,064,Ficus microcarpa,Cercine,38.103442,13.385421,12,50,0.5,0.2,B,APL.026S,,,,,,,,,,,Settecannoli,Settecannoli,II,26.88,19.5
AC057AC,ALB_258,Viale Dei Picciotti,35410,979,13/12/1025,Dott. Roberto Marceddu,065,Ficus microcarpa,Cercine,38.103399,13.385485,12,54,0.5,0.2,B,APL.026S,,,,,,,,,,,Settecannoli,Settecannoli,II,27.31,19.81
